hotel_id,review_text_positive,review_text_negative,review_score,traveler_type
238,"""The staff was friendly and helpful, the location is on the right bank, with a church under the windows.""","""The quality of the room is terrible, the panel above the bed was torn and cut, as if after a fight or a wild night, the mattress was dirty and clearly no one had dry-cleaned it for many years, the glass in the window was cracked, not airtight, it was cold at night and there was a draft from this window, the administrator suggested putting a blanket on the window, this is of course nonsense for a hotel level, but the best option so as not to freeze at night, since I was with a baby. The towels were a washed-out gray color, with stains, I was disgusted even to touch them, the linen was washed-out, dirty gray. There was no kettle, no glass, no tea set, no spoon in the room, I had to ask the administrator for everything, considering that the rooms are cold, it was possible to provide a kettle and tea as a bonus, but this was not the case. I turned on the TV, but the switching buttons did not work, it says watch only one channel. The rooms are apparently not cleaned very well, as the floor was dirty and there was dust and crumbs behind the nightstand. Considering that we arrived late at night, and with a child, I had no choice but to look for another option at night. The price and quality are completely inconsistent.""",4,Family
239,"""Clean, comfortable, and big rooms""","""Slightly bad area, but taxis are cheap. The internet is bad""",9,Single
239,"""The staff,
they allowed me early check in after the request, very kind of them.
AC was really good.
Also the owner i think helped me to go to nearby places, she was helpful.
the bed to be specific.""","""I am noy haooy to write this but have to mention, if you are on budget traveling, this is good, if you really want the quality then its not the best choice, i personally dont like ooen pipes in the bathroom, that gives a very different feeling. Shower cabinet has almost broken. Its not in thwir hands as they cant chnage it. People of the property are really really helpful though,""",7,Single
239,"""Staff were helpful with the use of translator. Room was clean and bed was comfortable.""","""The main problem is the location, but if you don't have a car, you can use Yandex taxis. Despite other reviews, I could not find any shops or restaurants. Some restaurants are shown on Google maps but not located. The whole main road nearby consists of places for fixing cars or selling car parts. This location is also good if you want to see how the city looked in Soviet times!""",5,Single
239,"""Cleanliness""","""There was no internet, no cable. Or it was, but apparently it was connected somehow unclearly""",8,Single
239,"""Excellent price/quality option for living in Semey. The room was clean, I couldn't hear the neighbors. The staff is wonderful. You can pay with a Russian MIR card.""","""There wasn't always enough space to park the car properly.
There were occasional water shortages.""",9,Family
239,"""Friendly staff, clean, comfortable room. We arrived an hour and a half before check-in, there was nowhere to wait, we were advised of a very good cafe where we could have a snack and while away the time, thanks to the staff. Very quiet and calm. The room has a refrigerator, kettle, tea, sugar, and cutlery. We took a room for a day (we came for a concert), overall we liked it, you can close your eyes to some little things.""","""Another chair for guests could be placed at the reception. We arrived a little early, just the two of us, so one person can sit down and stay seated, while the other has to wait standing to be checked in. The bed is not very comfortable, or rather the mattress. Inconvenient location of sockets in the room. There is a socket near one bed, but not near the other. To turn on the kettle and the fridge you have to, excuse me, get down on all fours and crawl under the table - there are sockets there. You are positioning yourself as a VIP hotel, think about it.""",9,Couple
239,"""calm and quiet, comfortable in the room""","""sewer noise""",7,Single
240,"""I visit this hotel often.
The service is always friendly!""","""But here's a question about the furniture (I'm already thinking about changing the beds or repairing them) and the unpleasant smells in the rooms (the smell of sewage) - that's the only inconvenience!""",8,Single
240,"""Clean and welcoming. A quality grill bar serving breakfast, lunch, and dinner.""","""There is no kettle in the room.""",9,Business-traveler
240,"""This is a budget hotel, but the service is like a 5-star hotel. It's a nice, cozy place, quiet, with friendly staff and affordable prices. There's a pub and cafe on the ground floor with live music; I recommend staying here. Nearby are grocery stores, shawarma, a coffee shop, a bus stop, a medical institute, and an Asian cafe.""","""poor sound insulation""",10,Family
240,"""Quite clean and warm.""","""There will be no air conditioning or kettle.
The kitchen is so-so; it's best not to eat here.""",6,Single
240,"""Overall not bad, there is a separate smoking room on the floor.""","""The soundproofing is useless and the beds are creaky.""",8,Business-traveler
240,"""Clean, cozy, inexpensive, conveniently located downstairs from the cafe""","""Poor plumbing, old and broken toilet""",7,Single
240,"""I really liked the hotel. The staff was polite and welcoming, the rooms were clean, and there was a restaurant on the ground floor where you can have breakfast, lunch, and dinner, and there was live music. The food was delicious, and there was a large selection of teas. The location was great, close to the Irtysh River and the embankment.""","""poor sound insulation""",10,Couple
3,"""The room was spatious, really tidy and clean (looked and felt like brand new). Curtains (open and close automatically) block the sun completely, which was perfect given it was bright and shiny at 5 in the morning already.""","""Breakfast was below expectations for us. Too many people in a fairly small space (for a hotel of this size) at the same time. Tables left uncleaned for relatively long, which meant we struggled finding a space to sit, but once we did, needed to wait some more to have the table ready. Would have been happy to choose a set time to have breakfast, knowing this would help avoid the crowds.""",9,Family
3,"""The hotel is amazing the location is perfect close to metro line, convenient store and nice property. The view from my room was spectacular.""","""The staff could be more friendly and customer focused. I had to drag my heavy suitcase to my room,no one asked me if I needed help. Most staff have a stoic look on their face. A smile would make a lot of difference. """,9,Family
3,"""friendly and welcoming reception staff making check in smooth; nice pool area and spa ; decent breakfast with good variety of options ; spacious room s""","""steam sauna was out of order; furniture is old and needs an update; location little far from city centre""",9,Business-traveler
